id,name,team,progressive_carries,progressive_passes,progressive_passes_received
482,Yves Bissouma,Spurs,0.96,4.81,0.19
517,Aaron Cresswell,West Ham,0.65,3.91,0.43
388,Aaron Wan-Bissaka,West Ham,3.14,4.26,4.77
513,Alphonse Areola,West Ham,0,0.04,0
576,Andy Irving,West Ham,0,5,2.22
654,Carlos Soler,West Ham,1.08,3.57,2.36
587,Crysencio Summerville,West Ham,3.33,2.07,8.16
523,Danny Ings,West Ham,1.88,1.56,9.06
511,Edson Álvarez,West Ham,1.22,4.31,0.91
520,Emerson Palmieri dos Santos,West Ham,2,2.81,3.53
123,Evan Ferguson,West Ham,0.59,0.59,4.12
588,Guido Rodríguez,West Ham,0.31,2.58,0.55
531,James Ward-Prowse,West Ham,0.96,4.7,0.78
514,Jarrod Bowen,West Ham,3.3,2.76,6.42
591,Jean-Clair Todibo,West Ham,0.44,1.87,0.25
643,Kaelan Casey,West Ham,0,0,0
528,Konstantinos Mavropanos,West Ham,0.75,2.69,0.09
701,Lewis Orford,West Ham,0,0,2
527,Lucas Tolentino Coelho de Lima,West Ham,0.98,5.87,3.22
526,Luis Guilherme Lira dos Santos,West Ham,2.35,2.94,9.41
521,Łukasz Fabiański,West Ham,0,0,0
524,Max Kilman,West Ham,0.83,3.04,0.16
512,Michail Antonio,West Ham,3.12,1.94,6.34
525,Mohammed Kudus,West Ham,3.4,2.74,7.5
589,Niclas Füllkrug,West Ham,0.8,1.59,3.52
677,Ollie Scarles,West Ham,1.62,2.97,5.95
530,Tomáš Souček,West Ham,0.32,2.6,2.39
516,Vladimír Coufal,West Ham,2.18,3.28,2.77
664,Alfie Pond,Wolves,0,0,0
642,André Trindade da Costa Neto,Wolves,0.36,3.96,0.4
534,Boubacar Traoré,Wolves,0,0,0
655,Carlos Roberto Forbs Borges,Wolves,3.7,2.96,10.4
542,Craig Dawson,Wolves,0.56,1.85,0.46
536,Daniel Bentley,Wolves,0,0,0
562,Daniel Castelo Podence,Wolves,2,4,6
720,Emmanuel Agbadou,Wolves,0.38,1.97,0.13
548,Gonçalo Manuel Ganchinho Guedes,Wolves,3.69,3.6,7.12
550,Hwang Hee-chan,Wolves,2.05,1.64,5.75
535,Jean-Ricner Bellegarde,Wolves,2.8,2.31,4.78
553,João Victor Gomes da Silva,Wolves,1.79,5,2.3
566,Jørgen Strand Larsen,Wolves,0.59,1.01,3.9
554,José Malheiro de Sá,Wolves,0,0.07,0
557,Mario Lemina,Wolves,0.53,3.16,1.38
770,Marshall Munetsi,Wolves,0.75,0.83,2.92
784,Mateus Mané,Wolves,0,0,0
541,Matheus Santos Carneiro Da Cunha,Wolves,3.88,4.98,5.57
543,Matt Doherty,Wolves,1.24,3.38,1.75
769,Nasser Djiga,Wolves,0,4.29,2.86
559,Nélson Cabral Semedo,Wolves,2.09,2.49,3.71
565,Pablo Sarabia,Wolves,1.67,6.67,6.89
561,Pedro Cardoso de Lima,Wolves,5,5,13.8
533,Rayan Aït-Nouri,Wolves,2.58,3.13,5.1
563,Rodrigo Martins Gomes,Wolves,2.56,3,9
204,Sam Johnstone,Wolves,0,0,0
564,Santiago Bueno,Wolves,0.05,1.5,0.05
556,Tom King,Wolves,0,0,0
544,Tommy Doyle,Wolves,1.11,7.41,0.74
567,Toti António Gomes,Wolves,0.93,2.97,0.62
558,Yerson Mosquera,Wolves,0,1.43,0
